Time,Day_of_week,Age_band_of_driver,Sex_of_driver,Educational_level,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Service_year_of_vehicle,Defect_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Casualty_class,Sex_of_casualty,Age_band_of_casualty,Casualty_severity,Cause_of_accident,Accident_severity
2024-10-05 08:20:00,Tuesday,31-50,Male,Writing & reading,5-10yr,Other,Owner,Unknown,Unknown,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,,,,,Overloading,Slight Injury
2024-10-05 14:05:00,Tuesday,31-50,Male,Junior high school,5-10yr,Other,Organization,Unknown,Unknown,Recreational areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Reversing,,,,,Driving carelessly,Slight Injury
2024-10-05 14:05:00,Tuesday,18-30,Male,Junior high school,2-5yr,Taxi,Owner,1-2yr,No defect,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Other,Driver or rider,Male,18-30,3.0,Overtaking,Slight Injury
2024-10-05 11:50:00,Tuesday,18-30,Male,Junior high school,Above 10yr,Automobile,Owner,Above 10yr,Unknown,Residential areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Other,Passenger,Female,Under 18,3.0,No distancing,Slight Injury
2024-10-05 11:50:00,Tuesday,18-30,Male,Junior high school,5-10yr,Long lorry,Owner,5-10yrs,Unknown,Church areas,Undivided Two way,Steep grade downward with mountainous terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,2,1,Going straight,Passenger,Female,18-30,3.0,Overturning,Slight Injury
2024-10-05 18:59:00,Tuesday,18-30,Male,Junior high school,Above 10yr,Long lorry,Owner,5-10yrs,Unknown,Residential areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Pedestrian,Female,31-50,3.0,Driving carelessly,Slight Injury
2024-10-05 18:57:00,Wednesday,18-30,Male,Junior high school,2-5yr,Lorry (41-100Q),Owner,Unknown,No defect,Other,Other,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Going straight,Driver or rider,Male,31-50,2.0,No priority to pedestrian,Slight Injury
2024-10-05 18:57:00,Wednesday,18-30,Male,Junior high school,Below 1yr,Lorry (41-100Q),Owner,5-10yrs,No defect,Other,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,,,,,No distancing,Slight Injury
2024-10-05 02:45:00,Thursday,18-30,Male,Junior high school,Below 1yr,Lorry (11-40Q),Owner,Unknown,Unknown,Other,Two-way (divided with solid lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,2,Going straight,Driver or rider,Male,Under 18,3.0,No priority to vehicle,Slight Injury
2024-10-05 02:45:00,Thursday,18-30,Male,Junior high school,5-10yr,Automobile,Owner,Unknown,No defect,Church areas,Two-way (divided with solid lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,2,Going straight,,,,,Getting off the vehicle improperly,Slight Injury
2024-10-05 02:45:00,Thursday,Unknown,Female,Junior high school,2-5yr,Taxi,Governmental,Unknown,No defect,Other,Two-way (divided with solid lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,2,Going straight,Pedestrian,Male,Under 18,3.0,No priority to pedestrian,Slight Injury
2024-10-05 06:00:00,Sunday,18-30,Male,Elementary school,Below 1yr,Other,Owner,Unknown,No defect,Church areas,Two-way (divided with solid lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,,,,,Changing lane to the right,Slight Injury
2024-10-05 06:00:00,Sunday,31-50,Male,Junior high school,2-5yr,Automobile,Owner,Unknown,No defect,Church areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Other,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Pedestrian,Male,Under 18,3.0,Moving Backward,Slight Injury
2024-10-05 17:25:00,Thursday,18-30,Male,Junior high school,5-10yr,Automobile,Owner,Above 10yr,No defect,Other,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Pedestrian,Male,Under 18,3.0,Changing lane to the left,Serious Injury
2024-10-05 11:45:00,Saturday,18-30,Male,High school,Above 10yr,Automobile,Governmental,5-10yrs,No defect,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Pedestrian,Female,Under 18,3.0,No distancing,Slight Injury
2024-10-05 11:45:00,Saturday,Over 51,Male,High school,Above 10yr,Automobile,Owner,5-10yrs,No defect,School areas,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Female,31-50,3.0,Driving carelessly,Slight Injury
2024-10-05 12:43:00,Sunday,31-50,Male,Junior high school,5-10yr,Public (> 45 seats),Owner,Above 10yr,No defect,Residential areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,2,Going straight,Driver or rider,Female,18-30,3.0,Driving under the influence of drugs,Slight Injury
2024-10-05 12:43:00,Sunday,31-50,Male,Elementary school,1-2yr,Lorry (11-40Q),Other,1-2yr,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,,,,,Driving carelessly,Slight Injury
2024-10-05 12:43:00,Sunday,Unknown,Female,Elementary school,5-10yr,Lorry (41-100Q),Owner,Above 10yr,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,2,Going straight,Driver or rider,Male,Over 51,3.0,Driving carelessly,Slight Injury
2024-10-05 17:38:00,Thursday,31-50,Male,Junior high school,5-10yr,Lorry (41-100Q),Owner,Above 10yr,No defect,Residential areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Moving Backward,Passenger,Male,Over 51,3.0,Changing lane to the right,Slight Injury
2024-10-05 17:38:00,Thursday,31-50,Male,Junior high school,1-2yr,Stationwagen,Owner,Above 10yr,No defect,Other,One way,Steep grade downward with mountainous terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,,,,,No distancing,Slight Injury
2024-10-05 20:30:00,Sunday,Unknown,Male,Junior high school,5-10yr,Other,Owner,Above 10yr,No defect,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Other,1,1,Going straight,Driver or rider,Female,18-30,3.0,Driving carelessly,Slight Injury
2024-10-05 08:05:00,Tuesday,18-30,Male,High school,Above 10yr,Automobile,Owner,5-10yrs,No defect,Residential areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,2,1,Going straight,Pedestrian,Male,Under 18,3.0,No priority to pedestrian,Slight Injury
2024-10-05 08:05:00,Tuesday,Unknown,Male,Unknown,Below 1yr,Pick up upto 10Q,Owner,Unknown,No defect,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Other,Driver or rider,Male,Under 18,3.0,No distancing,Slight Injury
2024-10-05 17:30:00,Wednesday,Unknown,Male,Writing & reading,5-10yr,Motorcycle,Owner,1-2yr,No defect,Other,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Turnover,Driver or rider,Male,31-50,2.0,Moving Backward,Slight Injury
2024-10-05 00:44:00,Saturday,18-30,Male,Above high school,Above 10yr,Automobile,Owner,5-10yrs,No defect,Other,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,1,Going straight,Passenger,Female,Under 18,2.0,Moving Backward,Slight Injury
2024-10-05 16:20:00,Sunday,18-30,Male,High school,Below 1yr,Pick up upto 10Q,Owner,5-10yrs,No defect,Other,One way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,2,1,Going straight,,,,,No priority to vehicle,Slight Injury
2024-10-05 16:20:00,Sunday,18-30,Male,Junior high school,1-2yr,Motorcycle,Owner,1-2yr,No defect,Hospital areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Going straight,Passenger,Male,Under 18,3.0,No distancing,Slight Injury
2024-10-05 15:00:00,Thursday,31-50,Male,Junior high school,Above 10yr,Stationwagen,Owner,2-5yrs,No defect,Residential areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Other,1,1,Going straight,Driver or rider,Male,Under 18,2.0,Moving Backward,Slight Injury
2024-10-05 00:50:00,Saturday,31-50,Male,Junior high school,Above 10yr,Lorry (41-100Q),Owner,5-10yrs,No defect,Residential areas,One way,Tangent road with flat terrain,O Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,,,,,Changing lane to the right,Slight Injury
2024-10-05 00:50:00,Saturday,31-50,Male,Junior high school,Above 10yr,Taxi,Owner,5-10yrs,No defect,Residential areas,Undivided Two way,Tangent road with flat terrain,O Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Other,2,1,Going straight,,,,,Moving Backward,Slight Injury
2024-10-05 10:15:00,Saturday,Unknown,Male,Junior high school,No Licence,Automobile,Owner,1-2yr,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Other,1,1,Going straight,Driver or rider,Female,18-30,3.0,Changing lane to the right,Slight Injury
2024-10-05 14:26:00,Sunday,31-50,Male,Junior high school,1-2yr,Long lorry,Owner,1-2yr,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Other,3,2,Going straight,Driver or rider,Male,18-30,3.0,Driving carelessly,Slight Injury
2024-10-05 14:26:00,Sunday,18-30,Male,Illiterate,1-2yr,Automobile,Owner,2-5yrs,No defect,Other,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,2,Going straight,,,,,Changing lane to the right,Slight Injury
2024-10-05 14:26:00,Sunday,Under 18,Male,Junior high school,Below 1yr,Public (12 seats),Owner,Unknown,No defect,Office areas,Double carriageway (median),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,2,Turnover,Pedestrian,Female,18-30,3.0,No distancing,Slight Injury
2024-10-05 13:35:00,Monday,31-50,Male,Junior high school,1-2yr,Lorry (11-40Q),Owner,Unknown,No defect,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Other,Pedestrian,Female,31-50,3.0,Moving Backward,Slight Injury
2024-10-05 13:35:00,Monday,18-30,Male,Junior high school,2-5yr,Pick up upto 10Q,Owner,Unknown,No defect,Office areas,Double carriageway (median),Gentle horizontal curve,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Reversing,Driver or rider,Male,18-30,3.0,Driving carelessly,Slight Injury
2024-10-05 20:30:00,Monday,Unknown,Male,Unknown,5-10yr,Lorry (41-100Q),Owner,Unknown,No defect,Office areas,Double carriageway (median),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Other,,,,,No distancing,Slight Injury
2024-10-05 20:30:00,Monday,18-30,Male,Unknown,Above 10yr,Other,Organization,Unknown,No defect,Other,Double carriageway (median),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Female,31-50,3.0,No priority to vehicle,Slight Injury
2024-10-05 11:28:00,Sunday,18-30,Male,Junior high school,2-5yr,Automobile,Owner,Unknown,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,31-50,3.0,Changing lane to the right,Slight Injury
2024-10-05 11:28:00,Sunday,18-30,Male,Elementary school,Above 10yr,Long lorry,Owner,Unknown,No defect,Office areas,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Turnover,,,,,Moving Backward,Slight Injury
2024-10-05 13:00:00,Wednesday,Under 18,Male,Writing & reading,5-10yr,Lorry (11-40Q),Governmental,Unknown,Unknown,Office areas,One way,Tangent road with flat terrain,Y Shape,Gravel roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Other,,,,,Driving under the influence of drugs,Serious Injury
2024-10-05 13:00:00,Wednesday,18-30,Male,Unknown,Unknown,Long lorry,Owner,Unknown,Unknown,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Rollover,2,1,Going straight,Driver or rider,Female,18-30,3.0,Changing lane to the right,Serious Injury
2024-10-05 08:15:00,Tuesday,18-30,Male,Junior high school,5-10yr,Automobile,Owner,Unknown,Unknown,Residential areas,Other,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,2,Going straight,,,,,No priority to vehicle,Serious Injury
2024-10-05 08:15:00,Tuesday,18-30,Male,Junior high school,Below 1yr,Taxi,Owner,2-5yrs,No defect,Residential areas,Two-way (divided with broken lines road marking),Gentle horizontal curve,Crossing,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,1,2,Other,,,,,Changing lane to the left,Serious Injury
2024-10-05 07:45:00,Tuesday,18-30,Male,Junior high school,2-5yr,Taxi,Owner,5-10yrs,Unknown,Church areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,2,1,Going straight,,,,,Driving carelessly,Slight Injury
2024-10-05 07:45:00,Tuesday,31-50,Male,Elementary school,2-5yr,Long lorry,Owner,5-10yrs,Unknown,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Turnover,Driver or rider,Female,Over 51,3.0,No priority to pedestrian,Slight Injury
2024-10-05 14:34:00,Wednesday,Unknown,Male,Junior high school,2-5yr,Lorry (11-40Q),Owner,Unknown,Unknown,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Female,31-50,3.0,No priority to pedestrian,Slight Injury
2024-10-05 14:34:00,Wednesday,18-30,Male,Junior high school,2-5yr,Lorry (11-40Q),Owner,2-5yrs,Unknown,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Turnover,Driver or rider,Male,18-30,3.0,Changing lane to the right,Slight Injury
2024-10-05 02:34:00,Thursday,31-50,Male,Junior high school,5-10yr,Long lorry,Owner,2-5yrs,Unknown,Residential areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,31-50,3.0,Drunk driving,Slight Injury
2024-10-05 02:34:00,Thursday,18-30,Male,Junior high school,5-10yr,Turbo,Owner,2-5yrs,Unknown,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Moving Backward,,,,,Changing lane to the left,Slight Injury
2024-10-05 16:59:00,Thursday,Over 51,Unknown,Junior high school,Above 10yr,Long lorry,Owner,5-10yrs,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads with some distress,Dry,Daylight,Normal,Vehicle with vehicle collision,2,4,Other,,,,,Changing lane to the left,Slight Injury
2024-10-05 16:59:00,Thursday,Over 51,Male,Elementary school,5-10yr,Long lorry,Other,Unknown,Unknown,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,4,Going straight,Driver or rider,Female,31-50,3.0,Driving to the left,Slight Injury
2024-10-05 16:59:00,Thursday,Over 51,Male,Junior high school,5-10yr,Public (13-45 seats),Owner,Unknown,No defect,Other,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,4,Going straight,Passenger,Male,Under 18,3.0,Changing lane to the left,Slight Injury
2024-10-05 16:59:00,Thursday,18-30,Male,Junior high school,Above 10yr,Automobile,Owner,Unknown,No defect,Other,Double carriageway (median),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Rollover,2,4,Reversing,,,,,Driving under the influence of drugs,Slight Injury
